timestamp,server_id,cpu_usage,memory_usage,disk_io,network_traffic,anomaly_flag
2026-02-12 02:37:40.227586,2,54.6,46.39,85.77,271.15,0
2026-02-12 02:37:41.227586,1,52.28,52.79,96.13,359.88,0
2026-02-12 02:37:42.227586,3,48.4,81.0,124.92,317.35,0
2026-02-12 02:37:43.227586,1,45.27,43.77,136.11,345.21,0
2026-02-12 02:37:44.227586,3,61.43,48.82,94.81,346.87,0
2026-02-12 02:37:45.227586,3,63.33,68.19,102.87,258.71,0
2026-02-12 02:37:46.227586,1,45.91,72.18,112.94,295.45,0
2026-02-12 02:37:47.227586,1,68.03,66.67,110.61,249.07,0
2026-02-12 02:37:48.227586,4,50.2,54.74,94.84,263.0,0
2026-02-12 02:37:49.227586,1,43.45,63.29,47.58,331.43,0
2026-02-12 02:37:50.227586,1,57.63,76.67,77.57,273.74,0
2026-02-12 02:37:51.227586,5,42.09,58.86,115.92,313.78,0
2026-02-12 02:37:52.227586,3,36.67,51.13,125.46,308.78,0
2026-02-12 02:37:53.227586,5,35.19,62.47,120.52,259.93,0
2026-02-12 02:37:54.227586,1,53.36,53.42,119.14,261.99,0
2026-02-12 02:37:55.227586,1,42.58,55.21,83.65,226.43,0
2026-02-12 02:37:56.227586,1,47.91,54.65,84.39,352.09,0
2026-02-12 02:37:57.227586,5,68.8,53.5,119.51,264.99,0
2026-02-12 02:37:58.227586,2,63.19,70.66,109.07,362.6,0
2026-02-12 02:37:59.227586,1,50.83,74.54,150.37,213.68,0
2026-02-12 02:38:00.227586,5,42.07,70.68,83.4,365.54,0
2026-02-12 02:38:01.227586,3,52.65,61.04,121.27,291.44,0
2026-02-12 02:38:02.227586,1,59.81,66.81,142.37,233.4,0
2026-02-12 02:38:03.227586,2,43.7,62.26,80.45,270.75,0
2026-02-12 02:38:04.227586,5,48.26,54.91,125.84,298.53,0
2026-02-12 02:38:05.227586,1,44.23,65.2,98.0,292.81,0
2026-02-12 02:38:06.227586,1,88.95,99.51,308.34,943.19,1
2026-02-12 02:38:07.227586,4,39.77,62.53,87.12,372.44,0
2026-02-12 02:38:08.227586,4,57.41,47.61,110.31,350.65,0
2026-02-12 02:38:09.227586,5,42.22,55.71,88.58,246.24,0
2026-02-12 02:38:10.227586,2,49.49,59.52,60.68,293.8,0
2026-02-12 02:38:11.227586,2,53.33,54.47,90.06,275.3,0
2026-02-12 02:38:12.227586,4,52.96,64.37,112.03,192.81,0
2026-02-12 02:38:13.227586,1,42.21,58.63,97.36,266.47,0
2026-02-12 02:38:14.227586,1,28.02,62.81,84.49,357.68,0
2026-02-12 02:38:15.227586,1,47.66,64.49,97.35,365.58,0
2026-02-12 02:38:16.227586,1,59.28,52.52,87.81,339.45,0
2026-02-12 02:38:17.227586,5,68.23,70.7,127.34,333.53,0
2026-02-12 02:38:18.227586,4,37.4,66.6,115.94,314.14,0
2026-02-12 02:38:19.227586,3,36.32,64.88,109.56,222.59,0
2026-02-12 02:38:20.227586,1,45.99,58.91,98.55,324.52,0
2026-02-12 02:38:21.227586,1,71.54,62.09,71.81,240.21,0
2026-02-12 02:38:22.227586,2,49.05,65.01,109.06,290.61,0
2026-02-12 02:38:23.227586,1,56.6,62.73,116.73,293.24,0
2026-02-12 02:38:24.227586,5,56.73,66.84,107.0,259.83,0
2026-02-12 02:38:25.227586,1,29.32,62.86,83.7,319.28,0
2026-02-12 02:38:26.227586,1,55.49,69.46,91.16,291.21,0
2026-02-12 02:38:27.227586,4,27.55,48.77,114.8,378.54,0
2026-02-12 02:38:28.227586,1,54.32,47.52,69.76,327.34,0
2026-02-12 02:38:29.227586,2,37.05,62.2,106.21,298.17,0
2026-02-12 02:38:30.227586,2,54.86,46.81,88.88,327.08,0
2026-02-12 02:38:31.227586,4,40.3,53.32,96.2,320.63,0
2026-02-12 02:38:32.227586,5,53.65,64.94,118.68,269.82,0
2026-02-12 02:38:33.227586,5,59.53,63.78,90.72,202.87,0
2026-02-12 02:38:34.227586,1,40.06,69.41,108.81,284.49,0
2026-02-12 02:38:35.227586,5,60.08,57.81,89.7,287.11,0
2026-02-12 02:38:36.227586,1,39.06,60.05,134.91,289.42,0
2026-02-12 02:38:37.227586,5,39.54,56.54,100.81,313.99,0
2026-02-12 02:38:38.227586,1,65.24,65.99,81.08,267.96,0
2026-02-12 02:38:39.227586,5,71.59,68.59,76.53,313.68,0
2026-02-12 02:38:40.227586,3,47.86,49.65,97.24,266.65,0
2026-02-12 02:38:41.227586,3,57.11,68.15,126.93,256.95,0
2026-02-12 02:38:42.227586,1,85.48,88.17,408.75,1040.13,1
2026-02-12 02:38:43.227586,5,45.49,51.67,131.1,274.23,0
2026-02-12 02:38:44.227586,3,57.47,51.04,64.17,358.37,0
2026-02-12 02:38:45.227586,4,49.36,58.68,121.23,311.37,0
2026-02-12 02:38:46.227586,1,60.64,56.64,61.9,300.02,0
2026-02-12 02:38:47.227586,2,49.19,74.98,83.42,310.82,0
2026-02-12 02:38:48.227586,1,52.56,58.03,103.78,218.06,0
2026-02-12 02:38:49.227586,5,58.78,55.49,105.92,357.45,0
2026-02-12 02:38:50.227586,5,57.05,56.61,123.32,336.89,0
2026-02-12 02:38:51.227586,2,54.91,56.0,117.23,330.23,0
2026-02-12 02:38:52.227586,3,60.97,70.54,70.4,315.13,0
2026-02-12 02:38:53.227586,5,48.3,67.14,93.52,264.9,0
2026-02-12 02:38:54.227586,3,54.37,62.49,118.55,284.18,0
2026-02-12 02:38:55.227586,4,52.41,55.25,108.99,352.09,0
2026-02-12 02:38:56.227586,1,53.14,61.49,70.89,280.58,0
2026-02-12 02:38:57.227586,2,38.88,66.55,76.16,291.02,0
2026-02-12 02:38:58.227586,2,41.74,66.02,96.22,322.46,0
2026-02-12 02:38:59.227586,5,40.5,50.26,95.24,223.62,0
2026-02-12 02:39:00.227586,3,43.44,69.1,119.08,283.19,0
2026-02-12 02:39:01.227586,3,42.9,63.66,121.05,279.96,0
2026-02-12 02:39:02.227586,1,55.81,60.7,99.94,319.89,0
2026-02-12 02:39:03.227586,2,44.06,63.73,98.54,294.37,0
2026-02-12 02:39:04.227586,2,32.2,70.72,81.36,367.35,0
2026-02-12 02:39:05.227586,4,57.02,63.66,77.71,398.86,0
2026-02-12 02:39:06.227586,5,60.6,63.09,98.62,303.15,0
2026-02-12 02:39:07.227586,1,50.64,59.86,99.87,338.33,0
2026-02-12 02:39:08.227586,1,71.53,47.25,158.61,262.67,0
2026-02-12 02:39:09.227586,5,61.22,56.03,58.44,347.64,0
2026-02-12 02:39:10.227586,3,96.48,93.07,458.22,870.79,1
2026-02-12 02:39:11.227586,1,92.41,88.49,484.95,813.72,1
2026-02-12 02:39:12.227586,3,50.73,59.13,105.27,365.91,0
2026-02-12 02:39:13.227586,2,57.09,50.16,107.19,315.44,0
2026-02-12 02:39:14.227586,2,56.5,68.31,98.45,311.26,0
2026-02-12 02:39:15.227586,3,44.92,71.73,74.87,255.88,0
2026-02-12 02:39:16.227586,2,55.62,45.24,102.8,134.8,0
2026-02-12 02:39:17.227586,5,43.9,55.26,66.84,417.98,0
2026-02-12 02:39:18.227586,4,50.72,47.16,107.86,356.02,0
2026-02-12 02:39:19.227586,1,66.08,56.98,140.49,292.54,0
2026-02-12 02:39:20.227586,5,58.94,55.95,108.08,345.03,0
2026-02-12 02:39:21.227586,3,58.77,49.05,109.6,341.47,0
2026-02-12 02:39:22.227586,1,58.47,60.4,96.28,289.82,0
2026-02-12 02:39:23.227586,1,48.28,60.25,79.36,355.2,0
2026-02-12 02:39:24.227586,5,43.26,67.74,106.08,209.51,0
2026-02-12 02:39:25.227586,4,55.91,50.81,128.61,266.21,0
2026-02-12 02:39:26.227586,3,40.7,60.37,113.51,286.14,0
2026-02-12 02:39:27.227586,4,54.38,66.7,107.06,270.44,0
2026-02-12 02:39:28.227586,4,72.28,64.61,86.22,273.6,0
2026-02-12 02:39:29.227586,5,49.22,61.87,73.83,228.41,0
2026-02-12 02:39:30.227586,2,54.42,67.44,104.66,342.49,0
2026-02-12 02:39:31.227586,5,55.37,68.71,76.59,311.7,0
2026-02-12 02:39:32.227586,4,53.9,51.17,125.91,301.29,0
2026-02-12 02:39:33.227586,5,40.42,68.38,111.22,323.54,0
2026-02-12 02:39:34.227586,5,62.12,59.66,118.58,270.42,0
2026-02-12 02:39:35.227586,1,52.31,65.56,95.72,239.78,0
2026-02-12 02:39:36.227586,4,55.25,53.67,107.54,366.26,0
2026-02-12 02:39:37.227586,5,98.05,97.33,400.87,1088.66,1
2026-02-12 02:39:38.227586,5,39.47,59.83,81.06,294.02,0
2026-02-12 02:39:39.227586,5,52.38,72.69,89.75,225.67,0
2026-02-12 02:39:40.227586,1,56.86,69.34,96.26,280.82,0
2026-02-12 02:39:41.227586,2,43.68,56.83,65.83,291.71,0
2026-02-12 02:39:42.227586,2,48.69,49.44,97.45,294.59,0
2026-02-12 02:39:43.227586,2,46.01,50.25,82.56,268.72,0
2026-02-12 02:39:44.227586,3,33.32,62.94,119.69,250.18,0
2026-02-12 02:39:45.227586,1,55.75,62.21,127.39,247.82,0
2026-02-12 02:39:46.227586,5,24.43,66.84,96.9,191.98,0
2026-02-12 02:39:47.227586,1,55.37,52.79,70.56,276.35,0
2026-02-12 02:39:48.227586,2,57.19,75.6,123.91,407.49,0
2026-02-12 02:39:49.227586,1,48.94,62.8,114.56,271.1,0
2026-02-12 02:39:50.227586,3,54.39,63.46,118.49,313.92,0
2026-02-12 02:39:51.227586,1,72.99,55.8,94.86,322.34,0
2026-02-12 02:39:52.227586,1,37.67,57.08,103.21,340.78,0
2026-02-12 02:39:53.227586,1,36.56,53.0,60.47,358.8,0
2026-02-12 02:39:54.227586,3,49.8,58.77,113.59,411.51,0
2026-02-12 02:39:55.227586,1,59.57,54.42,96.07,327.36,0
2026-02-12 02:39:56.227586,2,93.9,96.88,357.26,899.93,1
2026-02-12 02:39:57.227586,1,52.15,61.33,72.75,340.9,0
2026-02-12 02:39:58.227586,5,65.6,69.51,103.74,236.12,0
2026-02-12 02:39:59.227586,1,41.72,65.42,111.29,202.38,0
2026-02-12 02:40:00.227586,4,24.02,55.55,116.14,370.42,0
2026-02-12 02:40:01.227586,3,98.24,86.71,431.72,802.14,1
2026-02-12 02:40:02.227586,5,41.78,72.14,130.64,290.17,0
2026-02-12 02:40:03.227586,4,46.7,72.36,106.75,285.59,0
2026-02-12 02:40:04.227586,3,38.2,70.52,66.55,350.98,0
2026-02-12 02:40:05.227586,2,37.29,59.75,92.63,374.37,0
2026-02-12 02:40:06.227586,3,48.12,65.64,82.07,260.73,0
2026-02-12 02:40:07.227586,3,64.66,67.18,96.37,355.46,0
2026-02-12 02:40:08.227586,1,44.99,59.6,85.64,285.6,0
2026-02-12 02:40:09.227586,5,58.67,58.92,101.79,342.49,0
2026-02-12 02:40:10.227586,5,60.47,66.84,118.08,195.33,0
2026-02-12 02:40:11.227586,4,44.95,53.67,106.93,274.55,0
2026-02-12 02:40:12.227586,2,64.16,60.96,79.52,285.71,0
2026-02-12 02:40:13.227586,4,52.88,53.76,114.71,354.24,0
2026-02-12 02:40:14.227586,5,41.08,56.92,105.15,347.13,0
2026-02-12 02:40:15.227586,2,67.61,60.64,118.29,310.22,0
2026-02-12 02:40:16.227586,4,49.72,64.4,90.05,312.53,0
2026-02-12 02:40:17.227586,1,91.68,96.02,314.51,1046.53,1
2026-02-12 02:40:18.227586,3,48.71,54.86,107.52,312.87,0
2026-02-12 02:40:19.227586,4,43.13,62.65,93.01,326.27,0
2026-02-12 02:40:20.227586,3,99.99,87.32,365.81,1143.48,1
2026-02-12 02:40:21.227586,5,61.77,62.37,122.63,219.25,0
2026-02-12 02:40:22.227586,2,42.29,57.95,110.01,188.91,0
2026-02-12 02:40:23.227586,4,47.65,72.65,67.96,271.88,0
2026-02-12 02:40:24.227586,2,57.19,68.03,105.9,292.43,0
2026-02-12 02:40:25.227586,1,49.62,73.1,81.9,354.82,0
2026-02-12 02:40:26.227586,1,51.26,57.36,94.64,290.53,0
2026-02-12 02:40:27.227586,3,55.52,59.41,96.15,425.92,0
2026-02-12 02:40:28.227586,4,42.87,66.17,93.87,283.69,0
2026-02-12 02:40:29.227586,2,44.5,61.42,82.44,384.76,0
2026-02-12 02:40:30.227586,1,44.01,72.32,146.11,326.04,0
2026-02-12 02:40:31.227586,2,55.21,61.71,120.37,372.21,0
2026-02-12 02:40:32.227586,3,40.09,57.7,131.82,179.06,0
2026-02-12 02:40:33.227586,1,67.17,39.31,115.39,276.13,0
2026-02-12 02:40:34.227586,5,94.49,88.17,371.04,824.44,1
2026-02-12 02:40:35.227586,2,46.07,60.75,134.6,288.95,0
2026-02-12 02:40:36.227586,4,22.7,68.14,128.78,299.1,0
2026-02-12 02:40:37.227586,3,88.56,90.27,421.52,933.37,1
2026-02-12 02:40:38.227586,1,55.71,67.76,104.09,264.87,0
2026-02-12 02:40:39.227586,2,50.72,64.32,82.58,256.61,0
2026-02-12 02:40:40.227586,3,61.75,51.01,97.3,293.45,0
2026-02-12 02:40:41.227586,2,88.76,91.03,441.98,830.2,1
2026-02-12 02:40:42.227586,5,36.51,61.8,102.81,320.14,0
2026-02-12 02:40:43.227586,1,56.44,63.1,90.97,305.72,0
2026-02-12 02:40:44.227586,3,36.77,66.04,100.65,354.34,0
2026-02-12 02:40:45.227586,4,48.58,62.13,111.25,355.63,0
2026-02-12 02:40:46.227586,5,58.45,46.2,131.82,301.63,0
2026-02-12 02:40:47.227586,5,38.85,63.96,83.39,315.95,0
2026-02-12 02:40:48.227586,5,42.99,63.86,93.84,323.83,0
2026-02-12 02:40:49.227586,4,46.22,47.02,86.81,331.67,0
2026-02-12 02:40:50.227586,4,50.13,62.3,105.79,314.57,0
2026-02-12 02:40:51.227586,3,58.14,62.16,90.12,268.77,0
2026-02-12 02:40:52.227586,1,46.58,54.94,85.43,397.56,0
2026-02-12 02:40:53.227586,1,48.78,59.47,85.87,371.09,0
2026-02-12 02:40:54.227586,3,51.7,73.59,95.59,328.67,0
2026-02-12 02:40:55.227586,4,41.56,63.07,63.01,311.37,0
2026-02-12 02:40:56.227586,4,51.6,60.78,96.21,287.69,0
2026-02-12 02:40:57.227586,5,40.46,53.24,86.95,305.75,0
2026-02-12 02:40:58.227586,2,55.82,56.78,98.5,294.57,0
2026-02-12 02:40:59.227586,5,67.38,68.27,129.79,374.62,0
2026-02-12 02:41:00.227586,4,61.34,69.87,89.15,249.37,0
2026-02-12 02:41:01.227586,1,51.41,51.81,100.45,313.48,0
2026-02-12 02:41:02.227586,3,41.12,60.13,73.24,421.96,0
2026-02-12 02:41:03.227586,2,42.68,77.86,90.72,267.24,0
2026-02-12 02:41:04.227586,4,44.44,57.26,110.93,266.41,0
2026-02-12 02:41:05.227586,1,65.78,58.42,93.16,308.5,0
2026-02-12 02:41:06.227586,1,42.25,51.29,107.1,351.94,0
2026-02-12 02:41:07.227586,3,63.36,62.73,105.27,224.73,0
2026-02-12 02:41:08.227586,3,27.14,70.38,83.95,272.91,0
2026-02-12 02:41:09.227586,2,40.96,61.75,77.81,236.17,0
2026-02-12 02:41:10.227586,5,53.91,51.48,127.06,265.49,0
2026-02-12 02:41:11.227586,1,61.78,70.3,106.72,248.84,0
2026-02-12 02:41:12.227586,4,46.08,43.01,113.67,295.35,0
2026-02-12 02:41:13.227586,5,40.32,65.95,85.42,272.69,0
2026-02-12 02:41:14.227586,1,49.75,64.34,119.32,297.49,0
2026-02-12 02:41:15.227586,2,60.07,43.18,95.62,258.0,0
2026-02-12 02:41:16.227586,5,44.63,61.92,89.41,187.23,0
2026-02-12 02:41:17.227586,3,42.21,56.88,105.18,256.28,0
2026-02-12 02:41:18.227586,4,49.2,58.38,103.5,384.88,0
2026-02-12 02:41:19.227586,1,43.13,65.49,138.38,261.87,0
2026-02-12 02:41:20.227586,3,57.37,60.5,106.29,231.52,0
2026-02-12 02:41:21.227586,5,37.29,54.4,123.27,356.92,0
2026-02-12 02:41:22.227586,3,42.84,60.1,92.86,353.03,0
2026-02-12 02:41:23.227586,2,39.89,75.09,106.54,226.27,0
2026-02-12 02:41:24.227586,1,40.89,50.59,102.77,364.73,0
2026-02-12 02:41:25.227586,4,48.62,59.08,79.62,258.86,0
2026-02-12 02:41:26.227586,1,59.51,52.81,97.52,363.88,0
2026-02-12 02:41:27.227586,4,39.58,63.48,139.96,269.5,0
2026-02-12 02:41:28.227586,4,55.84,67.47,76.12,300.04,0
2026-02-12 02:41:29.227586,3,38.98,47.8,94.89,224.86,0
2026-02-12 02:41:30.227586,1,40.74,48.98,88.8,249.78,0
2026-02-12 02:41:31.227586,3,24.14,54.83,94.04,336.59,0
2026-02-12 02:41:32.227586,3,45.05,55.76,83.94,314.28,0
2026-02-12 02:41:33.227586,4,36.88,54.19,75.77,238.06,0
2026-02-12 02:41:34.227586,1,25.92,59.16,113.09,334.26,0
2026-02-12 02:41:35.227586,5,59.87,63.5,106.92,338.57,0
2026-02-12 02:41:36.227586,5,46.09,61.78,97.79,399.85,0
2026-02-12 02:41:37.227586,2,54.97,57.11,104.19,346.2,0
2026-02-12 02:41:38.227586,4,48.6,68.92,92.91,214.66,0
2026-02-12 02:41:39.227586,1,45.42,49.02,69.84,232.13,0
2026-02-12 02:41:40.227586,1,38.83,68.13,94.57,217.31,0
2026-02-12 02:41:41.227586,2,47.9,61.38,102.78,277.69,0
2026-02-12 02:41:42.227586,4,32.34,64.34,113.29,312.23,0
2026-02-12 02:41:43.227586,4,46.34,58.37,108.32,261.92,0
2026-02-12 02:41:44.227586,5,45.23,65.2,123.0,313.51,0
2026-02-12 02:41:45.227586,5,65.18,69.38,108.92,276.2,0
2026-02-12 02:41:46.227586,1,44.37,50.28,96.79,345.9,0
2026-02-12 02:41:47.227586,1,59.1,68.35,81.67,287.76,0
2026-02-12 02:41:48.227586,4,48.98,49.25,101.03,310.69,0
2026-02-12 02:41:49.227586,1,85.83,91.21,441.65,1195.82,1
2026-02-12 02:41:50.227586,1,61.5,59.95,54.61,273.17,0
2026-02-12 02:41:51.227586,2,60.24,58.14,113.01,288.97,0
2026-02-12 02:41:52.227586,2,37.9,64.24,98.23,327.03,0
2026-02-12 02:41:53.227586,1,30.59,75.08,112.63,235.76,0
2026-02-12 02:41:54.227586,2,92.22,93.76,376.55,885.66,1
2026-02-12 02:41:55.227586,5,63.84,50.15,105.7,326.63,0
2026-02-12 02:41:56.227586,3,55.12,71.68,85.02,298.73,0
2026-02-12 02:41:57.227586,5,56.99,57.59,87.69,262.86,0
2026-02-12 02:41:58.227586,4,60.36,50.6,80.48,429.45,0
2026-02-12 02:41:59.227586,4,58.16,63.18,105.53,334.63,0
2026-02-12 02:42:00.227586,4,44.14,84.0,84.0,342.44,0
2026-02-12 02:42:01.227586,1,39.91,55.91,101.62,363.09,0
2026-02-12 02:42:02.227586,1,41.8,55.61,121.68,230.39,0
2026-02-12 02:42:03.227586,1,42.34,61.41,98.93,316.78,0
2026-02-12 02:42:04.227586,2,60.59,46.94,120.83,227.16,0
2026-02-12 02:42:05.227586,4,61.99,53.94,85.84,282.43,0
2026-02-12 02:42:06.227586,4,51.26,39.01,84.85,301.1,0
2026-02-12 02:42:07.227586,5,64.55,63.02,127.77,271.59,0
2026-02-12 02:42:08.227586,3,37.99,63.79,73.68,281.24,0
2026-02-12 02:42:09.227586,2,40.11,47.49,91.4,328.76,0
2026-02-12 02:42:10.227586,2,59.95,51.61,105.7,262.56,0
2026-02-12 02:42:11.227586,5,67.55,66.19,98.22,338.64,0
2026-02-12 02:42:12.227586,2,53.37,68.39,114.38,289.8,0
2026-02-12 02:42:13.227586,2,52.25,60.76,145.72,377.32,0
2026-02-12 02:42:14.227586,5,62.17,55.33,124.86,335.46,0
2026-02-12 02:42:15.227586,2,58.56,53.97,106.91,248.36,0
2026-02-12 02:42:16.227586,1,53.39,76.53,82.82,335.42,0
2026-02-12 02:42:17.227586,2,44.93,62.0,102.03,284.83,0
2026-02-12 02:42:18.227586,1,63.17,57.38,104.46,274.27,0
2026-02-12 02:42:19.227586,1,49.53,65.41,71.39,393.36,0
2026-02-12 02:42:20.227586,3,60.22,59.63,119.9,266.49,0
2026-02-12 02:42:21.227586,4,41.77,61.06,74.95,358.05,0
2026-02-12 02:42:22.227586,4,60.05,54.31,118.15,328.53,0
2026-02-12 02:42:23.227586,5,36.08,63.97,93.45,306.29,0
2026-02-12 02:42:24.227586,4,55.08,60.39,106.37,243.96,0
2026-02-12 02:42:25.227586,3,39.07,64.61,113.6,236.1,0
2026-02-12 02:42:26.227586,1,57.71,62.0,113.08,268.19,0
2026-02-12 02:42:27.227586,5,53.46,79.09,49.62,357.41,0
2026-02-12 02:42:28.227586,1,56.4,56.78,82.79,220.94,0
2026-02-12 02:42:29.227586,1,53.69,69.03,103.64,268.8,0
2026-02-12 02:42:30.227586,3,41.66,56.91,77.15,365.67,0
2026-02-12 02:42:31.227586,2,44.22,66.18,90.06,265.98,0
2026-02-12 02:42:32.227586,2,58.96,62.19,103.74,268.06,0
2026-02-12 02:42:33.227586,2,49.15,74.96,132.85,251.35,0
2026-02-12 02:42:34.227586,2,49.58,71.35,128.09,280.82,0
2026-02-12 02:42:35.227586,2,53.08,59.89,96.48,232.13,0
2026-02-12 02:42:36.227586,1,38.58,58.27,88.31,293.68,0
2026-02-12 02:42:37.227586,3,38.76,63.56,98.91,367.49,0
2026-02-12 02:42:38.227586,5,50.9,52.24,88.7,283.87,0
2026-02-12 02:42:39.227586,1,50.42,65.81,99.5,326.52,0
2026-02-12 02:42:40.227586,2,45.23,56.05,95.34,172.31,0
2026-02-12 02:42:41.227586,3,19.69,61.88,78.36,266.03,0
2026-02-12 02:42:42.227586,5,51.98,43.07,79.73,231.46,0
2026-02-12 02:42:43.227586,1,48.62,50.7,113.03,337.05,0
2026-02-12 02:42:44.227586,1,48.18,70.68,126.48,327.33,0
2026-02-12 02:42:45.227586,3,49.41,61.1,89.32,281.48,0
2026-02-12 02:42:46.227586,5,37.9,65.98,105.02,317.44,0
2026-02-12 02:42:47.227586,1,51.58,57.88,81.62,356.17,0
2026-02-12 02:42:48.227586,3,53.18,63.54,121.43,282.9,0
2026-02-12 02:42:49.227586,2,53.38,73.02,91.2,349.17,0
2026-02-12 02:42:50.227586,2,43.96,70.55,138.64,227.37,0
2026-02-12 02:42:51.227586,2,57.37,69.14,132.59,335.91,0
2026-02-12 02:42:52.227586,2,56.96,52.86,92.89,245.72,0
2026-02-12 02:42:53.227586,1,47.07,51.62,97.98,353.65,0
2026-02-12 02:42:54.227586,3,45.33,68.77,97.37,288.63,0
2026-02-12 02:42:55.227586,3,53.65,56.05,120.29,244.23,0
2026-02-12 02:42:56.227586,2,99.05,87.71,467.26,955.82,1
2026-02-12 02:42:57.227586,3,52.41,49.47,71.87,285.85,0
2026-02-12 02:42:58.227586,3,65.53,53.9,113.04,331.4,0
2026-02-12 02:42:59.227586,5,32.59,47.54,73.52,297.82,0
2026-02-12 02:43:00.227586,1,93.79,88.25,364.53,874.45,1
2026-02-12 02:43:01.227586,2,48.09,70.46,93.27,333.28,0
2026-02-12 02:43:02.227586,4,41.33,46.38,61.8,332.31,0
2026-02-12 02:43:03.227586,2,86.79,99.31,461.89,1127.67,1
2026-02-12 02:43:04.227586,5,51.12,52.52,87.47,393.64,0
2026-02-12 02:43:05.227586,4,51.09,72.34,110.28,301.3,0
2026-02-12 02:43:06.227586,3,48.21,55.83,75.25,330.76,0
2026-02-12 02:43:07.227586,3,38.06,63.59,100.85,270.89,0
2026-02-12 02:43:08.227586,2,46.19,58.46,98.67,300.41,0
2026-02-12 02:43:09.227586,1,29.77,49.58,120.84,317.72,0
2026-02-12 02:43:10.227586,2,56.1,50.96,111.7,360.99,0
2026-02-12 02:43:11.227586,2,47.3,60.44,95.29,341.75,0
2026-02-12 02:43:12.227586,3,45.89,69.08,91.03,318.93,0
2026-02-12 02:43:13.227586,4,95.61,92.26,455.07,1029.58,1
2026-02-12 02:43:14.227586,1,55.29,69.15,108.29,321.52,0
2026-02-12 02:43:15.227586,2,53.22,50.24,115.48,346.21,0
2026-02-12 02:43:16.227586,1,53.52,61.0,83.43,336.99,0
2026-02-12 02:43:17.227586,5,33.17,66.23,131.78,277.28,0
2026-02-12 02:43:18.227586,1,60.28,60.52,112.33,236.7,0
2026-02-12 02:43:19.227586,2,38.68,42.56,91.45,297.69,0
2026-02-12 02:43:20.227586,3,49.46,62.06,117.43,324.17,0
2026-02-12 02:43:21.227586,3,43.56,58.63,130.18,243.91,0
2026-02-12 02:43:22.227586,4,53.52,65.47,97.21,282.2,0
2026-02-12 02:43:23.227586,1,57.04,73.77,105.77,283.64,0
2026-02-12 02:43:24.227586,1,31.91,61.12,112.57,271.3,0
2026-02-12 02:43:25.227586,1,41.88,61.52,78.13,222.78,0
2026-02-12 02:43:26.227586,4,58.92,59.65,87.74,241.23,0
2026-02-12 02:43:27.227586,1,45.01,51.86,128.37,317.33,0
2026-02-12 02:43:28.227586,3,24.6,62.45,74.17,361.29,0
2026-02-12 02:43:29.227586,5,32.46,54.33,119.74,258.07,0
2026-02-12 02:43:30.227586,1,45.46,68.67,77.91,246.28,0
2026-02-12 02:43:31.227586,3,32.22,52.37,113.99,300.04,0
2026-02-12 02:43:32.227586,3,61.29,63.15,103.88,303.15,0
2026-02-12 02:43:33.227586,1,59.19,65.92,102.35,365.68,0
2026-02-12 02:43:34.227586,1,58.32,68.5,123.23,319.29,0
2026-02-12 02:43:35.227586,2,60.05,52.45,122.27,423.18,0
2026-02-12 02:43:36.227586,1,61.01,75.07,76.78,410.39,0
2026-02-12 02:43:37.227586,2,52.49,58.07,127.49,283.69,0
2026-02-12 02:43:38.227586,4,34.79,67.91,129.67,343.99,0
2026-02-12 02:43:39.227586,5,47.89,37.66,75.83,328.89,0
2026-02-12 02:43:40.227586,5,63.84,68.75,87.38,281.6,0
2026-02-12 02:43:41.227586,2,47.02,58.42,90.05,354.41,0
2026-02-12 02:43:42.227586,2,47.86,73.19,98.09,387.39,0
2026-02-12 02:43:43.227586,1,55.7,46.43,75.83,199.33,0
2026-02-12 02:43:44.227586,4,53.56,57.94,104.57,336.58,0
2026-02-12 02:43:45.227586,3,48.03,62.47,105.42,281.08,0
2026-02-12 02:43:46.227586,2,50.06,58.85,107.15,386.77,0
2026-02-12 02:43:47.227586,5,55.67,57.83,97.83,193.2,0
2026-02-12 02:43:48.227586,3,50.72,50.62,24.68,334.15,0
2026-02-12 02:43:49.227586,1,45.76,59.83,85.64,297.93,0
2026-02-12 02:43:50.227586,5,54.05,74.82,99.74,320.98,0
2026-02-12 02:43:51.227586,5,47.12,61.97,91.08,231.74,0
2026-02-12 02:43:52.227586,5,42.33,69.68,121.39,298.2,0
2026-02-12 02:43:53.227586,5,54.67,66.79,159.63,303.41,0
2026-02-12 02:43:54.227586,3,46.85,63.15,134.09,247.36,0
2026-02-12 02:43:55.227586,1,44.9,59.0,114.3,341.71,0
2026-02-12 02:43:56.227586,2,41.0,64.92,99.23,374.49,0
2026-02-12 02:43:57.227586,1,47.83,46.38,109.77,244.34,0
2026-02-12 02:43:58.227586,3,37.02,65.72,122.02,308.87,0
2026-02-12 02:43:59.227586,4,72.89,60.04,89.27,222.93,0
2026-02-12 02:44:00.227586,5,63.81,57.06,90.18,334.13,0
2026-02-12 02:44:01.227586,5,51.15,59.6,90.1,343.41,0
2026-02-12 02:44:02.227586,2,51.88,63.54,90.15,304.75,0
2026-02-12 02:44:03.227586,5,35.51,61.04,89.26,309.5,0
2026-02-12 02:44:04.227586,2,66.26,51.48,116.09,306.35,0
2026-02-12 02:44:05.227586,2,66.18,51.94,113.72,306.59,0
2026-02-12 02:44:06.227586,5,45.72,72.48,116.34,242.12,0
